Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
1,23,42,60,17.88,8.7,96,29.14,100.98,,,,,,ON
52,36,20,22,17.89,9.43,96,41.38,100.97,,,,,,ON
76,29,30,75,17.89,8.93,96,34.33,100.97,,,,,,OFF
41,33,38,100,17.88,8.42,96,27.27,100.97,,,,,,OFF
22,31,70,2,17.84,8.16,96,29.22,100.98,,,,,,ON
88,22,37,48,17.79,7.9,96,31.17,101,,,,,,ON
4,41,52,100,17.76,7.6,96,31.17,101,,,,,,OFF
21,16,62,53,17.72,7.3,96,31.17,101.01,,,,,,OFF
39,17,55,69,17.7,7.27,96,30.58,101.02,,,,,,OFF
30,27,41,95,17.67,7.24,96,30,101.02,,,,,,OFF
56,35,62,103,17.66,7.5,96,34.67,101.02,,,,,,OFF
17,4,44,25,17.64,7.75,96,39.34,101.02,,,,,,ON
57,37,68,62,17.63,7.63,96,40.01,101.03,,,,,,ON
22,9,22,42,17.62,7.51,96,40.68,101.04,,,,,,OFF
19,2,57,47,17.58,7.06,96,35.34,101.04,,,,,,ON
83,38,39,67,17.53,6.6,96,30,101.05,,,,,,ON
83,45,53,66,17.54,7.45,96,26.88,101.05,,,,,,ON
78,40,34,22,17.55,8.3,96,23.76,101.05,,,,,,OFF
22,6,35,50,17.54,7.9,96,27.88,101.05,,,,,,ON
2,13,56,97,17.52,7.5,96,32,101.05,,,,,,OFF
29,7,37,104,17.48,7.16,96,28.24,101.04,,,,,,OFF
3,14,51,71,17.43,6.83,96,24.49,101.04,,,,,,ON
70,8,38,103,17.42,7.15,96,19.43,101.03,,,,,,OFF
67,25,36,72,17.4,7.47,96,14.37,101.02,,,,,,ON
21,6,47,8,17.41,8.38,96,15.52,101,,,,,,OFF
43,9,37,76,17.42,9.28,96,16.67,100.99,,,,,,ON
41,14,35,45,17.42,9.33,96,28.01,100.96,,,,,,ON
63,35,42,51,17.42,9.38,96,39.34,100.94,,,,,,ON
45,16,62,71,17.44,9.12,96,41.89,100.93,,,,,,OFF
17,17,62,61,17.47,8.87,96,44.44,100.92,,,,,,ON
67,16,58,23,17.46,9.25,96,32.74,100.92,,,,,,OFF
40,14,57,19,17.46,9.64,96,21.05,100.91,,,,,,ON
14,17,43,72,17.47,9.92,96,26.25,100.91,,,,,,ON
44,21,38,67,17.48,10.19,96,31.45,100.9,,,,,,ON
7,30,64,80,17.5,10.47,96,36.66,100.9,,,,,,ON
62,20,34,10,17.51,10.74,96,41.86,100.89,,,,,,OFF
20,41,70,73,17.52,11.02,96,47.06,100.89,,,,,,ON
42,21,26,30,17.56,10.7,96,33.2,100.89,,,,,,ON
88,19,35,53,17.6,10.38,96,19.35,100.89,,,,,,ON
79,1,61,39,17.66,10.79,96,22.04,100.89,,,,,,OFF
32,22,31,82,17.72,11.2,96,24.74,100.89,,,,,,OFF
6,39,67,100,17.76,11.11,96,25.28,100.88,,,,,,OFF
25,13,30,67,17.8,11.03,96,25.81,100.88,,,,,,OFF
19,10,67,91,17.78,10.36,96,22.35,100.88,,,,,,OFF
66,6,66,3,17.76,9.68,96,18.9,100.88,,,,,,OFF
6,6,33,9,17.76,10.5,96,20.26,100.88,,,,,,OFF
44,45,21,16,17.75,11.32,96,21.62,100.87,,,,,,ON
20,15,33,73,17.76,11.34,96,22.02,100.86,,,,,,ON
45,20,62,15,17.77,11.35,96,22.43,100.86,,,,,,ON
22,42,65,2,17.78,10.85,96,22.43,100.86,,,,,,ON
45,43,28,36,17.8,10.35,96,22.43,100.86,,,,,,ON
8,23,58,51,17.84,10.17,96,27.88,100.86,,,,,,ON
27,38,27,79,17.88,9.99,96,33.33,100.86,,,,,,ON
36,12,44,49,17.95,10.14,96,29.43,100.85,,,,,,OFF
74,9,54,91,18.03,10.28,96,25.53,100.85,,,,,,OFF
16,34,43,15,18.08,10.11,96,34.2,100.85,,,,,,ON
26,30,50,40,18.14,9.95,96,42.86,100.85,,,,,,ON
24,41,48,63,18.2,10.24,96,38.08,100.85,,,,,,ON
89,4,46,0,18.27,10.54,96,33.31,100.85,,,,,,OFF
85,32,67,86,18.34,10.84,96,28.54,100.86,,,,,,ON
20,9,38,62,18.4,11.13,96,23.76,100.86,,,,,,ON
69,41,59,10,18.4,11.23,96,33.31,100.86,,,,,,OFF
32,8,65,36,18.41,11.32,96,42.86,100.86,,,,,,ON
76,19,62,61,18.44,10.24,96,31.86,100.88,,,,,,OFF
40,6,44,78,18.47,9.16,96,20.87,100.89,,,,,,OFF
46,20,29,16,18.48,9.5,96,20.69,100.9,,,,,,ON
29,9,64,26,18.5,9.83,96,20.51,100.92,,,,,,ON
77,15,63,50,18.5,9.14,96,18.65,100.92,,,,,,OFF
87,25,25,68,18.5,8.45,96,16.78,100.91,,,,,,ON
9,19,69,82,18.47,8.34,96,18.83,100.92,,,,,,ON
19,36,27,108,18.44,8.24,96,20.87,100.92,,,,,,OFF
3,6,52,96,18.46,8.14,96,18.88,100.92,,,,,,OFF
51,2,29,42,18.47,8.04,96,16.89,100.93,,,,,,OFF
81,32,66,27,18.48,7.94,96,14.89,100.94,,,,,,OFF
8,44,66,98,18.5,7.84,96,12.9,100.94,,,,,,OFF
40,38,60,24,18.5,7.81,96,13.64,100.94,,,,,,ON
32,18,30,18,18.5,7.78,96,14.37,100.94,,,,,,ON
21,38,62,105,18.5,7.61,96,20.67,100.95,,,,,,OFF
48,41,22,103,18.5,7.44,96,26.97,100.96,,,,,,OFF
19,13,70,89,18.5,7.39,96,23.01,100.96,,,,,,ON
32,3,20,99,18.5,7.34,96,19.05,100.96,,,,,,OFF
20,16,24,100,18.48,7.82,96,22.43,100.96,,,,,,OFF
25,10,66,54,18.47,8.31,96,25.81,100.96,,,,,,ON
43,13,64,43,18.48,7.84,96,20.8,100.96,,,,,,ON
4,1,43,75,18.5,7.36,96,15.79,100.96,,,,,,ON
29,16,23,53,18.48,7.82,96,16.28,100.96,,,,,,OFF
74,18,20,17,18.47,8.29,96,16.78,100.96,,,,,,OFF
31,4,20,87,18.48,8.16,96,16.7,100.96,,,,,,OFF
88,43,56,95,18.48,8.03,96,16.63,100.96,,,,,,OFF
51,0,61,101,18.49,7.9,96,16.55,100.96,,,,,,OFF
60,23,55,107,18.44,7.64,96,16.91,100.96,,,,,,OFF
44,3,51,55,18.4,7.39,96,17.27,100.97,,,,,,OFF
54,10,60,13,18.39,7.83,96,18.8,100.96,,,,,,ON
19,19,54,107,18.38,8.28,96,20.34,100.96,,,,,,OFF
6,39,68,5,18.34,8.43,96,20.6,100.96,,,,,,ON
11,32,25,81,18.3,8.59,96,20.87,100.96,,,,,,ON
15,9,55,34,18.35,7.94,96,17.29,100.97,,,,,,OFF
17,36,43,5,18.4,7.3,96,13.71,100.98,,,,,,ON
55,10,47,105,18.45,7.53,96,14.91,100.98,,,,,,OFF
11,37,35,103,18.5,7.76,96,16.11,100.99,,,,,,OFF
75,1,41,10,18.55,7.64,96,16.11,100.99,,,,,,OFF
58,44,49,110,18.6,7.52,96,16.11,100.99,,,,,,OFF
80,4,26,41,18.64,7.27,96,17.58,101,,,,,,OFF
49,26,37,42,18.68,7.02,96,19.05,101,,,,,,ON
83,37,24,35,18.78,7.06,96,16.76,101.01,,,,,,OFF
21,42,44,56,18.89,7.1,96,14.46,101.02,,,,,,ON
11,27,63,64,19.06,6.88,96,14.97,101.02,,,,,,ON
33,9,20,4,19.23,6.67,96,15.48,101.02,,,,,,OFF
71,23,27,49,19.34,6.68,96,15.8,101.03,,,,,,OFF
38,6,60,93,19.46,6.7,96,16.11,101.04,,,,,,OFF
87,39,39,19,19.59,7.53,95.5,17.73,101.05,,,,,,OFF
19,7,43,73,19.72,8.36,94.99,19.35,101.06,,,,,,ON
79,41,57,58,19.92,8.18,94.03,22.18,101.06,,,,,,ON
8,18,55,24,20.13,8.01,93.07,25,101.07,,,,,,ON
9,30,60,43,20.37,9.13,91.58,25.13,101.08,,,,,,ON
83,18,59,94,20.6,10.25,90.09,25.26,101.09,,,,,,OFF
33,13,27,101,20.72,9.79,89.09,21.52,101.1,,,,,,OFF
44,43,47,19,20.83,9.33,88.09,17.78,101.1,,,,,,ON
13,10,60,43,21.07,9.21,86.81,20.21,101.1,,,,,,ON
77,45,40,73,21.31,9.09,85.53,22.64,101.11,,,,,,ON
58,37,43,19,21.49,9.37,84.26,19.89,101.12,,,,,,ON
18,36,24,11,21.67,9.65,83,17.14,101.13,,,,,,ON
74,40,42,101,21.92,9.58,82.06,19.38,101.14,,,,,,OFF
14,26,62,28,22.18,9.51,81.11,21.62,101.14,,,,,,ON
64,41,36,82,22.24,9.43,80.31,21.16,101.14,,,,,,ON
23,15,34,59,22.29,9.36,79.5,20.69,101.14,,,,,,ON
12,12,38,86,22.81,9.75,77.88,21.56,101.15,,,,,,ON
31,43,28,86,23.33,10.14,76.27,22.43,101.15,,,,,,ON
48,23,21,41,23.77,9.98,74.04,40.48,101.16,,,,,,ON
48,22,58,43,24.21,9.82,71.82,58.54,101.16,,,,,,OFF
90,7,37,74,24.12,10.6,71.51,58.54,101.16,,,,,,ON
33,34,56,17,24.02,11.38,71.2,58.54,101.17,,,,,,ON
82,1,52,38,24.72,11.18,68.9,40.7,101.18,,,,,,OFF
89,13,30,18,25.41,10.97,66.59,22.86,101.18,,,,,,OFF
68,1,20,37,25.77,11.29,65.06,22.92,101.18,,,,,,OFF
32,43,55,25,26.12,11.6,63.54,22.97,101.18,,,,,,ON
56,42,30,12,26.48,11.92,62.02,23.02,101.18,,,,,,ON
12,15,24,70,26.84,12.24,60.49,23.08,101.18,,,,,,ON
82,35,26,88,27.43,11.66,59.12,32.23,101.18,,,,,,ON
20,23,20,7,28.02,11.09,57.75,41.38,101.19,,,,,,ON
35,44,42,40,28.32,11.5,56.24,53.12,101.21,,,,,,ON
19,1,32,16,28.63,11.92,54.72,64.86,101.23,,,,,,OFF
18,18,55,90,28.32,11.97,55.62,58.52,101.23,,,,,,ON
6,33,42,96,28,12.02,56.53,52.17,101.23,,,,,,OFF
62,33,58,43,28.22,11.72,55.84,46.78,101.23,,,,,,ON
11,4,40,110,28.43,11.42,55.14,41.38,101.23,,,,,,OFF
20,12,53,76,28.8,11.02,54.11,36.69,101.24,,,,,,ON
27,0,46,56,29.17,10.63,53.08,32,101.24,,,,,,OFF
36,44,27,59,29.13,11.44,53.12,30.82,101.24,,,,,,ON
12,26,20,32,29.09,12.25,53.17,29.63,101.24,,,,,,ON
24,18,49,65,29.54,12.04,52.12,35.16,101.24,,,,,,ON
85,16,55,77,29.98,11.84,51.08,40.68,101.23,,,,,,OFF
25,41,35,36,29.78,12.39,51.23,48.24,101.24,,,,,,ON
79,4,56,59,29.58,12.94,51.38,55.81,101.24,,,,,,OFF
77,45,27,48,29.7,12.82,51.14,50.54,101.24,,,,,,ON
40,44,33,30,29.83,12.69,50.91,45.28,101.23,,,,,,ON
38,6,25,33,30.11,12.35,50.15,52.64,101.23,,,,,,ON
45,22,59,27,30.39,12.01,49.39,60,101.23,,,,,,ON
62,22,64,94,30.1,13.7,50.16,64.28,101.22,,,,,,OFF
31,32,25,32,29.81,15.38,50.94,68.57,101.22,,,,,,ON
78,34,65,64,29.8,14.64,50.78,66.72,101.22,,,,,,ON
65,44,34,48,29.78,13.9,50.63,64.86,101.21,,,,,,ON
2,42,24,98,29.86,13.95,50.53,67.72,101.21,,,,,,OFF
64,21,44,90,29.94,14,50.43,70.59,101.21,,,,,,ON
35,10,49,13,29.9,14.2,50.34,63.86,101.2,,,,,,ON
57,6,36,33,29.85,14.4,50.26,57.14,101.19,,,,,,ON
18,41,58,106,29.69,14.75,50.84,47.32,101.18,,,,,,OFF
9,24,43,47,29.53,15.1,51.43,37.5,101.18,,,,,,ON
68,29,39,33,29.69,14.48,50.82,31.38,101.18,,,,,,OFF
34,13,20,53,29.85,13.86,50.2,25.26,101.18,,,,,,OFF
49,44,22,95,29.76,14.61,50.5,36.63,101.18,,,,,,OFF
31,12,20,0,29.67,15.37,50.81,48,101.17,,,,,,ON
25,31,45,30,29.66,14.66,50.94,44.34,101.17,,,,,,ON
42,39,40,76,29.64,13.96,51.06,40.68,101.17,,,,,,ON
38,35,59,99,29.95,13.54,50.14,32.34,101.17,,,,,,OFF
45,5,46,35,30.26,13.12,49.23,24,101.17,,,,,,ON
49,15,62,44,30.1,12.91,49.58,29.39,101.16,,,,,,OFF
60,45,59,26,29.93,12.7,49.94,34.78,101.16,,,,,,OFF
58,11,20,67,30.18,12.64,49.45,35.85,101.16,,,,,,OFF
49,8,37,54,30.42,12.58,48.96,36.92,101.15,,,,,,ON
88,34,33,40,30.32,12.18,49.18,37.95,101.15,,,,,,ON
17,20,23,72,30.23,11.78,49.41,38.97,101.14,,,,,,ON
46,6,25,15,30.13,11.38,49.63,40,101.14,,,,,,ON
75,16,69,77,30.04,13.1,49.9,45.53,101.13,,,,,,ON
14,14,50,82,29.94,14.82,50.16,51.06,101.12,,,,,,ON
72,26,55,8,29.81,14.47,50.48,48.82,101.12,,,,,,OFF
9,37,46,15,29.68,14.12,50.8,46.58,101.12,,,,,,ON
39,14,62,51,29.54,13.76,51.12,44.35,101.12,,,,,,OFF
17,8,65,60,29.41,13.41,51.44,42.11,101.12,,,,,,ON
39,22,20,28,28.82,14.64,52.74,49.62,101.11,,,,,,ON
88,42,32,60,28.22,15.88,54.04,57.14,101.1,,,,,,ON
33,27,53,37,28.16,14.9,54.62,64.94,101.1,,,,,,ON
20,18,36,63,28.1,13.92,55.19,72.73,101.09,,,,,,ON
76,0,60,12,27.91,14.3,55.73,67.14,101.08,,,,,,OFF
37,10,44,32,27.72,14.68,56.27,61.54,101.07,,,,,,ON
31,24,32,91,27.48,14.82,56.72,64.1,101.07,,,,,,OFF
27,9,37,60,27.25,14.96,57.18,66.67,101.07,,,,,,ON
61,10,32,83,26.86,15.24,58.42,68.63,101.06,,,,,,ON
81,13,59,109,26.47,15.52,59.65,70.59,101.05,,,,,,OFF
29,6,58,87,26.32,14.86,60.28,66.06,101.04,,,,,,OFF
5,25,33,15,26.17,14.2,60.9,61.54,101.03,,,,,,OFF
18,25,62,12,26.05,13.51,61.5,56.86,101.03,,,,,,OFF
1,4,22,72,25.93,12.82,62.1,52.17,101.03,,,,,,ON
58,35,68,52,25.9,13.28,61.98,53.99,101.02,,,,,,ON
34,5,49,79,25.86,13.74,61.85,55.81,101.02,,,,,,OFF
69,24,70,17,25.53,14.2,63.12,62.19,101.02,,,,,,OFF
45,41,29,101,25.2,14.67,64.39,68.57,101.02,,,,,,OFF
21,13,43,39,25.06,15.2,64.8,66.72,101.02,,,,,,ON
8,3,42,6,24.93,15.72,65.2,64.86,101.01,,,,,,OFF
66,10,58,21,24.78,14.9,66.02,66.72,101.02,,,,,,OFF
11,44,48,98,24.63,14.07,66.84,68.57,101.03,,,,,,OFF
47,19,66,77,24.74,14.05,66.3,65.86,101.02,,,,,,ON
35,37,60,63,24.84,14.03,65.76,63.16,101.02,,,,,,ON
24,24,58,55,24.85,14.08,65.8,64.01,101.02,,,,,,OFF
11,21,35,63,24.86,14.13,65.83,64.86,101.01,,,,,,ON
14,44,28,85,24.84,15.1,65.76,64.86,101,,,,,,ON
30,41,60,39,24.82,16.06,65.7,64.86,100.99,,,,,,ON
74,36,21,33,24.61,15.52,66.47,57.96,100.98,,,,,,OFF
2,0,34,25,24.4,14.99,67.25,51.06,100.98,,,,,,OFF
65,41,57,73,24.26,14.58,67.96,45.53,100.98,,,,,,ON
50,0,67,87,24.11,14.16,68.68,40,100.97,,,,,,OFF
4,34,66,101,24.06,14.99,68.9,35.38,100.96,,,,,,OFF
49,22,59,62,24,15.82,69.11,30.77,100.96,,,,,,OFF
3,23,21,30,23.78,15.61,69.88,52.89,100.96,,,,,,ON
81,13,21,98,23.57,15.4,70.64,75,100.96,,,,,,OFF
71,32,65,30,23.46,15.68,71.09,72.8,100.96,,,,,,OFF
16,23,67,61,23.34,15.95,71.53,70.59,100.97,,,,,,ON
26,43,54,71,23.12,16.4,72.28,78.15,100.97,,,,,,ON
40,45,70,15,22.9,16.84,73.02,85.71,100.97,,,,,,ON
37,18,36,5,22.72,16.77,73.63,85.71,100.97,,,,,,ON
56,30,67,11,22.55,16.7,74.24,85.71,100.97,,,,,,ON
1,32,54,76,22.56,15.69,74.34,77.14,100.97,,,,,,ON
44,5,34,25,22.56,14.68,74.45,68.57,100.97,,,,,,ON
27,0,40,3,22.35,15.42,75.06,71.78,100.97,,,,,,OFF
30,11,68,30,22.14,16.16,75.66,75,100.97,,,,,,ON
81,36,45,19,21.96,15.57,76.3,75,100.96,,,,,,OFF
13,28,60,105,21.79,14.98,76.93,75,100.96,,,,,,OFF
90,40,57,30,21.64,15.2,77.66,73.87,100.96,,,,,,OFF
60,45,40,92,21.48,15.43,78.38,72.73,100.96,,,,,,OFF
3,14,55,2,21.26,15.62,79.11,75.08,100.98,,,,,,ON
76,21,40,65,21.05,15.82,79.84,77.42,100.99,,,,,,ON
1,14,43,90,20.84,15.24,80.72,80.09,101,,,,,,ON
4,7,30,71,20.63,14.66,81.61,82.76,101,,,,,,ON
5,20,29,39,20.48,13.46,82.43,76.68,101,,,,,,ON
2,30,69,65,20.32,12.25,83.25,70.59,101.01,,,,,,ON
55,39,23,110,20.13,12.93,84.04,59.3,101.02,,,,,,OFF
7,23,40,34,19.94,13.61,84.83,48,101.02,,,,,,ON
7,4,26,4,19.73,12.52,85.85,50.08,101.04,,,,,,OFF
77,21,69,51,19.52,11.44,86.88,52.17,101.05,,,,,,ON
22,41,58,75,19.3,11.1,87.89,37.3,101.06,,,,,,ON
52,20,50,44,19.09,10.77,88.9,22.43,101.07,,,,,,ON
10,12,67,97,18.92,11.2,89.84,24.55,101.06,,,,,,OFF
56,7,23,36,18.74,11.62,90.79,26.67,101.06,,,,,,ON
69,29,28,11,18.6,11.93,91.65,27.97,101.07,,,,,,OFF
16,16,58,9,18.45,12.25,92.5,29.27,101.08,,,,,,ON
8,44,23,91,18.36,11.66,93.19,38.64,101.08,,,,,,OFF
39,28,22,31,18.26,11.06,93.88,48,101.09,,,,,,ON
71,5,45,49,18.21,10.5,94.44,34.34,101.1,,,,,,OFF
35,37,36,73,18.16,9.95,94.99,20.69,101.1,,,,,,ON
78,45,20,21,18.11,10.24,95.44,21.66,101.1,,,,,,OFF
32,28,60,20,18.06,10.54,95.89,22.64,101.11,,,,,,ON
88,35,61,36,18.04,10.06,95.94,21.66,101.12,,,,,,OFF
82,24,44,38,18.02,9.57,96,20.69,101.14,,,,,,OFF
39,24,62,108,18.09,9.34,96,26.34,101.15,,,,,,OFF
62,3,29,101,18.16,9.11,96,32,101.15,,,,,,OFF
51,25,22,85,18.12,9.6,96,37.82,101.15,,,,,,ON
83,24,42,13,18.08,10.1,96,43.64,101.15,,,,,,OFF
18,21,48,91,18.03,9.57,96,30.84,101.16,,,,,,OFF
29,38,45,100,17.98,9.04,96,18.05,101.17,,,,,,OFF
87,2,49,22,17.9,8.28,96,25.69,101.18,,,,,,OFF
22,13,61,63,17.81,7.52,96,33.33,101.18,,,,,,OFF
44,39,38,90,17.73,7.4,96,36.66,101.18,,,,,,ON
39,13,44,99,17.64,7.27,96,40,101.19,,,,,,OFF
61,2,60,104,17.63,7.48,96,28.11,101.2,,,,,,OFF
53,12,60,62,17.62,7.68,96,16.22,101.2,,,,,,OFF
88,7,35,40,17.63,8.56,96,27.46,101.2,,,,,,ON
62,43,40,24,17.65,9.43,96,38.71,101.2,,,,,,OFF
63,3,38,105,17.6,8.26,96,30.28,101.2,,,,,,OFF
34,26,20,52,17.56,7.09,96,21.84,101.21,,,,,,ON
69,25,28,65,17.51,5.92,96,13.41,101.21,,,,,,OFF
34,29,27,70,17.45,5.92,96,14.76,101.22,,,,,,ON
31,7,49,10,17.39,5.91,96,16.11,101.22,,,,,,ON
68,37,44,78,17.36,5.42,96,17.36,101.22,,,,,,ON
73,28,38,91,17.32,4.93,96,18.6,101.23,,,,,,OFF
53,30,23,72,17.28,4.84,96,19.14,101.24,,,,,,ON
52,12,26,32,17.24,4.76,96,19.67,101.24,,,,,,ON
77,22,37,58,17.2,4.9,96,19.92,101.24,,,,,,ON
12,25,41,87,17.17,5.05,96,20.17,101.25,,,,,,ON
50,12,69,50,17.12,4.56,96,17.23,101.26,,,,,,ON
46,43,57,93,17.06,4.08,96,14.29,101.26,,,,,,OFF
6,14,48,76,17.06,4.3,96,13,101.26,,,,,,ON
53,25,45,17,17.05,4.52,96,11.71,101.27,,,,,,ON
44,11,50,30,17.14,4.76,96,17.98,101.26,,,,,,ON
7,7,70,104,17.24,5.01,96,24.24,101.26,,,,,,OFF
57,8,46,13,17.33,5.17,96,22.84,101.26,,,,,,ON
1,27,65,98,17.42,5.33,96,21.43,101.27,,,,,,OFF
32,10,52,35,17.65,5.75,96,26.3,101.28,,,,,,ON
66,18,47,68,17.88,6.17,96,31.17,101.28,,,,,,ON
33,41,56,80,18.08,6.4,96,28.08,101.28,,,,,,ON
89,20,30,6,18.28,6.62,96,25,101.29,,,,,,OFF
78,39,54,57,18.37,7.1,96,26.46,101.29,,,,,,ON
63,1,68,60,18.46,7.58,96,27.91,101.29,,,,,,OFF
4,32,28,72,18.52,8.74,96,31.34,101.28,,,,,,ON
39,13,53,14,18.59,9.9,96,34.78,101.28,,,,,,ON
15,14,31,70,18.6,9.76,96,27.15,101.28,,,,,,ON
69,12,66,13,18.62,9.63,96,19.51,101.28,,,,,,OFF
56,9,49,53,18.62,9.2,96,19.06,101.28,,,,,,OFF
82,0,41,64,18.61,8.78,96,18.6,101.28,,,,,,OFF
66,17,50,36,18.63,7.85,96,15.86,101.28,,,,,,OFF
74,22,31,57,18.65,6.92,96,13.11,101.27,,,,,,OFF
55,4,56,62,18.68,7.56,96,15.51,101.27,,,,,,OFF
35,43,57,85,18.71,8.2,96,17.91,101.27,,,,,,ON
57,39,40,79,18.71,8.61,96,19.67,101.26,,,,,,ON
3,9,44,5,18.71,9.02,96,21.43,101.26,,,,,,OFF
19,43,28,32,18.72,9.47,95.98,21.62,101.26,,,,,,ON
78,9,30,42,18.73,9.92,95.97,21.82,101.25,,,,,,OFF
84,45,57,5,18.72,8.27,95.86,17.93,101.24,,,,,,OFF
53,8,59,36,18.7,6.62,95.76,14.04,101.24,,,,,,ON
63,23,49,61,18.74,7.59,95.69,26.38,101.24,,,,,,ON
40,3,45,102,18.78,8.55,95.62,38.71,101.24,,,,,,OFF
29,36,46,41,18.79,8.52,95.52,40.78,101.23,,,,,,ON
26,12,37,20,18.8,8.48,95.43,42.86,101.22,,,,,,ON
17,39,50,80,18.79,8.98,95.4,44.14,101.22,,,,,,ON
21,38,46,6,18.78,9.49,95.36,45.43,101.21,,,,,,ON
83,20,52,89,18.78,10,95.32,46.72,101.2,,,,,,OFF
64,15,34,54,18.77,10.5,95.29,48,101.2,,,,,,ON
14,8,51,108,18.78,10.06,95.25,50.08,101.2,,,,,,OFF
27,27,36,80,18.8,9.62,95.21,52.17,101.2,,,,,,ON
53,29,51,12,18.84,9.53,95.16,44.26,101.19,,,,,,ON
38,20,50,44,18.87,9.44,95.1,36.36,101.18,,,,,,ON
80,35,38,37,18.84,10.65,95.13,48.95,101.18,,,,,,OFF
30,25,57,18,18.81,11.86,95.16,61.54,101.17,,,,,,OFF
74,14,64,24,18.8,11.18,95.18,41.2,101.16,,,,,,OFF
76,11,29,104,18.8,10.51,95.2,20.87,101.16,,,,,,OFF
26,7,23,13,18.8,10.13,95.2,20.81,101.16,,,,,,ON
60,38,34,65,18.8,9.74,95.2,20.75,101.16,,,,,,ON
21,1,40,93,18.8,9.36,95.2,20.69,101.16,,,,,,OFF
89,11,25,62,18.79,9.39,95.1,19.24,101.16,,,,,,OFF
56,26,38,36,18.78,9.42,95,17.78,101.15,,,,,,ON
8,24,37,80,18.74,9.91,94.96,20.54,101.15,,,,,,ON
3,30,41,8,18.7,10.41,94.93,23.3,101.14,,,,,,ON
30,21,41,16,18.66,10.58,95.04,35.18,101.14,,,,,,ON
47,23,47,5,18.61,10.76,95.14,47.06,101.14,,,,,,ON
30,3,39,69,18.57,10.65,95.18,48.53,101.13,,,,,,OFF
13,12,38,54,18.53,10.54,95.22,50,101.12,,,,,,ON
12,41,43,106,18.53,10.48,95.12,52.9,101.12,,,,,,OFF
86,38,57,63,18.52,10.42,95.01,55.81,101.12,,,,,,ON
35,8,24,52,18.51,9.62,94.9,50.12,101.12,,,,,,OFF
89,13,63,2,18.5,8.82,94.79,44.44,101.12,,,,,,OFF
47,2,54,85,18.54,8.72,94.73,43.65,101.12,,,,,,OFF
56,1,40,59,18.58,8.62,94.67,42.86,101.12,,,,,,OFF
13,33,31,96,18.64,7.81,94.61,33.55,101.12,,,,,,OFF
63,13,39,54,18.7,7,94.55,24.24,101.13,,,,,,ON
70,25,24,66,18.73,7.3,94.42,35.2,101.14,,,,,,ON
58,44,33,22,18.75,7.6,94.29,46.15,101.14,,,,,,ON
36,2,31,92,18.74,8.61,94.22,48.6,101.15,,,,,,OFF
27,27,37,55,18.72,9.62,94.16,51.06,101.15,,,,,,ON
65,13,42,105,18.71,8.75,94.18,46.96,101.16,,,,,,OFF
88,31,37,95,18.7,7.89,94.19,42.86,101.17,,,,,,OFF
41,41,46,21,18.7,7.72,94.02,39.89,101.18,,,,,,ON
24,6,24,63,18.7,7.55,93.85,36.92,101.18,,,,,,OFF
28,2,31,46,18.7,8.29,93.71,36.64,101.18,,,,,,OFF
51,10,32,90,18.7,9.03,93.57,36.36,101.18,,,,,,ON
4,25,67,27,18.7,8.16,93.46,32.82,101.19,,,,,,ON
39,16,25,22,18.7,7.29,93.36,29.27,101.2,,,,,,ON
17,27,49,25,18.7,7.43,93.38,31.53,101.2,,,,,,ON
62,23,47,96,18.7,7.57,93.41,33.8,101.2,,,,,,OFF
52,35,24,26,18.68,7.28,93.32,24.44,101.2,,,,,,ON
19,14,42,12,18.66,7,93.24,15.09,101.21,,,,,,ON
50,22,26,83,18.68,7.88,93.28,27.22,101.21,,,,,,OFF
17,21,25,106,18.7,8.77,93.33,39.34,101.21,,,,,,OFF
10,30,28,27,18.7,8.99,93.29,47.58,101.21,,,,,,ON
48,39,49,33,18.7,9.21,93.25,55.81,101.21,,,,,,ON
31,3,45,18,18.65,10.09,93.22,55.18,101.21,,,,,,ON
76,3,55,18,18.6,10.97,93.19,54.55,101.21,,,,,,OFF
72,9,56,98,18.6,10.33,93.11,54.55,101.2,,,,,,OFF
36,20,25,22,18.6,9.69,93.03,54.55,101.2,,,,,,ON
57,12,44,30,18.6,9.39,92.98,46.63,101.2,,,,,,ON
82,25,65,64,18.6,9.09,92.94,38.71,101.21,,,,,,ON
66,42,25,11,18.61,8.57,92.94,38.4,101.22,,,,,,OFF
28,8,23,46,18.62,8.05,92.94,38.1,101.22,,,,,,OFF
74,33,52,11,18.66,7.66,93.02,42.58,101.23,,,,,,OFF
71,39,29,32,18.7,7.27,93.11,47.06,101.24,,,,,,OFF
86,25,42,67,18.7,7.64,92.97,41.99,101.24,,,,,,ON
76,15,21,42,18.7,8.02,92.83,36.92,101.25,,,,,,OFF
47,33,43,62,18.7,8.14,92.61,42.46,101.26,,,,,,ON
33,7,24,73,18.71,8.26,92.39,48,101.26,,,,,,OFF
19,16,24,20,18.73,8.52,92.22,45.82,101.26,,,,,,ON
28,5,42,32,18.74,8.79,92.06,43.64,101.27,,,,,,ON
2,3,27,69,18.74,9.27,91.87,42,101.28,,,,,,ON
37,39,52,94,18.73,9.74,91.68,40.35,101.29,,,,,,OFF
20,19,61,18,18.73,10.22,91.49,38.71,101.3,,,,,,ON
